filename,question_num,questions
2007-neap-exam-2.txt,23,"Question 1 Consider the function for A sketch of is shown on the set of axes below. a. Sketch a graph of on the set of axes below. Indicate a scale on the y-axis. 2 marksInstructions for Section 2 Answer al 1 questions in the spaces provided. A decima 1 approximation wil 1 not be accepted if an exact answer is required to a question. In questions where more than one mark is available, appropriate working must be shown. Unless otherwise indicated, the di agrams in this booklet are not drawn to scale. Take the acceleration due to gravity to have magnitude g m/s 2, where g = 9.8. fx()4 x 34+------------------= 0 x 4. ≤≤ yf x()= 123412 yf ′x()= 1 2 3 4 y xOVCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet 14 TEVSMU 34 EX 2_QA_07.FM Copyright © 2007 Neapb. Find the coordinates of the point wher e the maximum rate of decrease for f occurs, correct to two decima 1 places. ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ 2 marks c. Find the maximum rate of decrease of f, correct to two decima 1 places. ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ 1 mark d. The area enclosed by the graph of f, the line and is ro tated 360° about the x-axis to form a solid of revolution. If the volume of the solid is 15 cubic units, find the value of a. Express your answer correct to two decima 1 places. ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ 2 marks Tota 1 7 marks"
2007-neap-exam-2.txt,24,"Question 2 Consider the vectors and where p is a rea 1 constant. a. Find the unit vector in the direction of ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ 1 markx 0= xa= ˜i ˜j ˜k ˜,––=b ˜2 i ˜3 j ˜k ˜– + =c ˜4 i ˜pj ˜5 k ˜++ = ˜.VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet Copyright © 2007 Neap TEVSMU 34 EX 2_QA_07.FM 15 b. Suppose that i. Verify that is perpendicular to ____________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ii. A unit vector perpendicular to both and is given by where Find and hence describe the geometrica 1 relationship between and ____________________________________________________________________________ ____________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ iii. The points A, B and C have position vectors and respectively relative to an origin O. The points O, A, B and C are four of the eight vertices of a cuboid. Find the volume of the cuboid. ____________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ 1 + 4 + 2 = 7 marksp 1.–= ˜c ˜. ˜c ˜nˆ ˜xi ˜yj ˜zk ˜++ = x 0.< ˆ ˜a ˜,b ˜c ˜. ˜,b ˜c ˜VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet 16 TEVSMU 34 EX 2_QA_07.FM Copyright © 2007 Neapc. Now suppose that If vectors and are linearly dependent, find the value of p. ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ 4 marks Tota 1 12 marks"
2007-neap-exam-2.txt,25,"Question 3 A teenage skateboarder, Michael, of mass 60 kg is about to go down a smooth 1-in-20 slope which is 5 metres long. a. Find Michael’s acceleration down the s 1 ope, correct to the nearest 0.01 m/s 2. ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________ 3 marksp 1.–≠ ˜,b ˜c ˜ θ()sin 1 20------= Michae 1 ( m = 60 kg) θ5 mθ()sin 1 20------=VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet Copyright © 2007 Neap TEVSMU 34 EX 2_QA_07.FM 17 b. Using your fina 1 answer from a., determine Michael’s speed at the bo ttom of the slope, correct to the nearest 0.01 m/s. __________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________ __________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________ 2 marks c. How many seconds does Michae 1 take to reach the bottom of the slop e, correct to the nearest second? _________________________________________________________________________________ _________________________________________________________________________________ __________________________________________________________________________________________________________________________________________________________________ 2 marksVCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet 18 TEVSMU 34 EX 2_QA_07.FM Copyright © 2007 Neapd. When Michae 1 reaches the bottom of the slope, he is on a leve 1 but bumpy piece of ground on which he experiences a retarding force which is inversely proportiona 1 to the square of his speed. After travelling 5 metres on the leve 1 grou nd, his speed is reduced to 1.5 m/s. i. After how many metres of trave 1 on the leve 1 ground does Michae 1 reach a speed of 1 m/s, correct to the nearest metre? ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________ ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________ ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________ ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________ ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________ ___________________________________________________________________________ ______________________________________________________________________________________________________________________________________________________VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet Copyright © 2007 Neap TEVSMU 34 EX 2_QA_07.FM 19 ii. After how many seconds of trave 1 on the leve 1 gr ound does Michae 1 reach this speed of 1 m/s, correct to the nearest second? ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ 5 + 3 = 8 marks Tota 1 15 marks"
2007-neap-exam-2.txt,26,"Question 4 A particle moves in the x–y plane so that after t seconds its velocity is given by m/s, a. Find the speed of the particle when correct to two decima 1 places. _________________________________________________________________________________ _________________________________________________________________________________ __________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________ _________________________________________________________________________________ 2 marksr ˜·t() 9 t 3 t 2–() i ˜loge 1 t 3–()4+() j ˜+ = t 0.≥ t 1,=VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet 20 TEVSMU 34 EX 2_QA_07.FM Copyright © 2007 Neapb. Find when the particle is at rest. ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ 3 marks c. Find the gradient of the curve along which the particle moves when correct to two decima 1 places. ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ 2 marks d. When the particle is at point P. Given that find the y-coordinate of P, correct to two decima 1 places. ________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ 3 marks Tota 1 10 markst 1,= t 1,= ˜0() 10–i ˜2 j ˜,+ =VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet Copyright © 2007 Neap TEVSMU 34 EX 2_QA_07.FM 21"
2007-neap-exam-2.txt,27,"Question 5 a. Use de Moivre’s theorem to expre ss the following in Cartesian form. i. ____________________________________________________________________________ ____________________________________________________________________________ ii. ____________________________________________________________________________ ____________________________________________________________________________ 2 + 1 = 3 marks b. Show that _________________________________________________________________________________ _________________________________________________________________________________ __________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________ 2 marks c. i. Deduce two linear factors, in Cartesian form, of the polynomia 1 ____________________________________________________________________________ ____________________________________________________________________________ 2 marks ii. Write down the product of the two factors from c. i. in expanded, simplified form. ________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________ ____________________________________________________________________________ 1 markzcisπ 6---. = 2 z 4 z 4 z 2–1+0 .= Pz() z 4 z 21.+–=VCE Specialist Mathematics Units 3 & 4 Tria 1 Examination 2 Question and Answer Booklet 22 TEVSMU 34 EX 2_QA_07.FM Copyright © 2007 Neapd. By first writing P(z) in the form where a is a positive rea 1 number, and using your answers to c. or another method, find in Cartesian form the other linear factors of P(z). ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ ________________________________________________________________________________ ________________________________________________________________________________________________________________________________________________________________ 3 marks e. i. Using the axes below, show the solutions of the equation on a clearly labelled Argand diagram. ii. On the diagram in e. i., shade the region of the complex plane given by 1 + 2 = 3 marks Tota 1 14 marks END OF QUESTION AND ANSWER BOOKLETz 21+()2 az()2, – z 4 z 2–1+0= z: z 1≤ {} z: Im z()1 2---> . ∩"
2007-tssm-exam-2.txt,1,"Question 1 The equation 07 62 2=−−+ x y x is A. a circle with radius 7 and centre (-3, 0) B. an ellipse with centre (0 , 0) and axes 6 and 7 C. a circle with radius 16 and centre (3, 0) D. an ellipse with centre (3, 0) and axes 6 a n d 7 E. a circle with radius 4 and centre (3 , 0)"
2007-tssm-exam-2.txt,2,"Question 2 The graph of the function with rule b axxf++−=2) (1)( h a s A. a minimum at () ba−−, B. a maximum at   −−ba 1,1 C. a minimum at   −−ba 1, D. a maximum at   −−ba 1, E. a minimum at   −ba 1,1 SECTION 1- continued Instructions for Section 1 Answer al 1 questions. Choose the response that is correct for the question. A correct answer scores 1, an incorrect answer scores 0. Marks are not deducted for incorrect answers. If more than 1 answer is completed for any question, no mark wil 1 be given. Take the acceleration due to gravity , to have magnitude g m/2 s, where g = 9.8 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 3 of 25"
2007-tssm-exam-2.txt,3,Question 3 )(zP is a polynomia 1 in C of degree 5 with rea 1 coefficients. Which one of the following statements must be false? A. 0)(=zP has one rea 1 root and 4 non rea 1 roots B. 0)(=zP has 2 rea 1 roots and 3 non rea 1 roots C. 0)(=zP has 3 rea 1 roots and 2 non rea 1 roots D. 0)(=zP has 5 rea 1 roots E. 0)(=zP has one repeated rea 1 root and 3 other rea 1 roots
2007-tssm-exam-2.txt,4,Question 4 The value of      − 41 cos 2 cos 1 is A. 87− B. 21 C. 87 D. 21− E. 161
2007-tssm-exam-2.txt,5,Question 5 If i z−−= 3 then ()3 z Arg is A. 25π− B. 2π− C. 2π D. 25π E. 65π− SECTION 1- TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 4 of 25 x y A. xy B. a 5 x y C. xy D. xy E. a
2007-tssm-exam-2.txt,6,"Question 6 The region defined by Arg(z – ai) < 3π , where a is a positive rea 1 constant can be represented SECTION 1- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 5 of 25"
2007-tssm-exam-2.txt,7,Question 7 The volume of a cube with side x is increasing at a rate of sm/63. The rate at which the side length is increasing when the side is 40 cm is A. sm/81 B. sm/2572 C. sm/83 D. sm/225 E. sm/252
2007-tssm-exam-2.txt,8,"Question 8 The gradient of the tangent to the curve given by 2 log =+xyye at (2,1) is A. 21− B. 31 C. 0 D. 32 E. 31− SECTION 1- continued TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 6 of 25"
2007-tssm-exam-2.txt,9,"Question 9 Using a suitable substitution, () () dxx x∫6 052 cos 2 sinπ can be expressed as: A. duu∫21 05 21 B. duu∫−21 05 21 C. duu∫23 05 21 D. duu∫23 052 E. duu∫21 052"
2007-tssm-exam-2.txt,10,Question 10 ∫+dxx 224 is equa 1 to A. cx+− 2 tan 221 B. cx+−1 tan 22 C. ()c xe++22 log 4 D. () c xxe++22 log 2 E. ()c x xe++22 log 8 SECTION 1- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 7 of 25
2007-tssm-exam-2.txt,11,"Question 11 O B In the triangle shown, P is the midpoint of AB and Q is a point on OA such that OA OQ 43= . ~a OA= and ~b OB=, then =PQ A. ~ ~21 45 b a− B. ~ ~43 21 a b− C. ~ ~21 41 b a− D. ) (21 ~ ~ba+ E. ~ ~41 21 a b−"
2007-tssm-exam-2.txt,12,"Question 12 A can of soft drink at 3 oC is brought into a room at 28 oC. After it has been in the room for t minutes, the temperature of the can of drink is ToC. The rate at which the can heats up is proportiona 1 to the excess of room temperat ure over the temperature of the can. If k is a positive constant, the differentia 1 equation involving T and t is A. 28−=kTdtdT 3)0(= T B. )3 (−−= TkdtdT 28)0(= T C. )28 (+−= TkdtdT 3 )0(= T D. )28 (−−= TkdtdT 3)0(= T E. )28 (−=TkdtdT 3)0(= T SECTION 1- TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 8 of 25"
2007-tssm-exam-2.txt,13,Question 13 A particle moves in a straight line with velocity v given by xev 4= when at a displacement x from the origin O. The acceleration of the particle is given by A. xe 164 B. xe 44 C. xe 84 D. xe 4 41 E. xe 74
2007-tssm-exam-2.txt,14,"Question 14 Particles at P and Q have position vectors ~2 ~ ~)98 2( j t t itr +−+= and ~~ ~)21( )8( jt it s ++−= respectively at time t seconds, 0≥t . A. P and Q wil 1 be in the same position at the point (1, 3) B. P and Q wil 1 be in the same position at the point (4, 9) C. P and Q wil 1 be in the same position at the point (7, 3) D. P and Q wil 1 be in the same position at the point (8, 1) E. P and Q wil 1 never be in the same position"
2007-tssm-exam-2.txt,15,Question 15 The scalar resolute of the vector ~~~2 3 kji+−− in the direction of ~~~2 2 kji+− is A. 31− B. 31 C. 91− D. 141− E. 141
2007-tssm-exam-2.txt,16,Question 16 The vectors ~~3 kj+ and ~~kmj+− are linearly dependent if A. 0=m B. 3−=m C. 3=m D. 31=m E. 31−=m SECTION 1- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 9 of 25
2007-tssm-exam-2.txt,17,Question 17 The direction (slope) field for a certain firs t order differentia 1 equation is shown above. The differentia 1 equation could be A. 22 2 xydxdy−= B. 22 2 xy dxdy−= C. yx 2−= D. yx 2= E. xy 2= SECTION 1- continued TURN OVER O 1 2 -1 -2 1 2 y -1 -2 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 10 of 25 4 O 1 x y = 4 y = xe y
2007-tssm-exam-2.txt,18,Question 18 The shaded region of the diagram between the curve xey= and 4=y is rotated about the x axis. The volume of the solid formed is given by A. ∫−4 0) 4( dxexπ B. ∫−4 log 0) 4(e dxexπ C. ∫−4 02) 16( dxexπ D. ∫−4 log 02) 16(e dxexπ E. ∫−4 log 02) 4(e dxexπ SECTION 1- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 11 of 25
2007-tssm-exam-2.txt,19,Question 19 A particle of mass m hangs from the ceiling on two strings. The forces acting on the particle are shown on the diagram. The tension force 1 T wil 1 have the value A. mg 2 B. mg 21 C. mg 3 D. mg 32 E. mg 23 SECTION 1 –continued TURN OVER T 1 T 2 mg o 30 o 602007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 12 of 25
2007-tssm-exam-2.txt,20,"Question 20 A block of mass 5 kg lies on a roug h horizonta 1 surface. A force of 2 g Newton is applied to it at an angle of 30 o to the horizontal. For equilibrium to be maintained, the coefficient of friction between the block and the surface must be A. at least 43 B. less than 43 C. at least 53 D. less than 53 E. at least 3 51 −"
2007-tssm-exam-2.txt,21,Question 21 A man of mass 70 kg is descending on a parach ute which experiences air resistance of 546 Newton. The acceleration of the man downward is A. – 2 m/s 2 B. 2 m/s 2 C. 9.8 m/s 2 D. 7.8 m/s 2 E. 6.8 m/s 2 SECTION 1 –continued 5 g 2 g R F o 30 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 13 of 25
2007-tssm-exam-2.txt,22,"Question 22 A 3 kg mass rests on a smooth horizonta 1 table. It is connected by a light string passing over a smooth pulley to a 1 kg mass hanging freely. The system is released from rest. The acceleration of the system in m/s 2 is A. 3 g B. 4 g C. g D. 43 g E. 4 g END OF SECTION 1 TURN OVER 1 kg 3 kg 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 14 of 25 SECTION 2 Instructions for Section 2 Answer al 1 questions. A decima 1 approximation wil 1 not be accepted if the question specifically asks for an exact answer. Questions worth more than one mark, appropriate working must be shown. Unless otherwise indicated, the diagrams are not drawn to scale. Take the acceleration due to gravity , to have magnitude g m/s 2 , where g = 9.8"
2007-tssm-exam-2.txt,23,Question 1 a. i. Express 654πcis u= in Cartesian form. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ ii. Express i w−=1 in polar form. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ iii. Find uw in both polar and Cartesian form. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ SECTION 2-
2007-tssm-exam-2.txt,24,"Question 1- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 15 of 25 iv. Hence , find the exact value of    127 sinπ in the simplest form with a rationa 1 denominator. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 1 + 1 + 2 + 2 = 6 marks b. Solve the equation i z−−=14. Give the solutions in polar form. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 3 marks SECTION 2-"
2007-tssm-exam-2.txt,25,Question 1- continued TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 16 of 25 c. One solution of the equation 0 26 42 3=−++ z z z is i 23+− . Find the other two solutions. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks d. Sketch in the complex plane i zi z ++=+− 3 1 1 mark Tota 1 12 marks SECTION 2- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 17 of 25
2007-tssm-exam-2.txt,26,"Question 2 In this question give al 1 answers accurate to two decima 1 places. A footbal 1 is placed on the ground. It is then kicked, so that it has an initia 1 speed of 10 m/s at an angle of 600 to the ground. We assume that the mass of the bal 1 and the air resistance are negligible. The acceleration vector of the bal 1 is ~~jg r−=&& . 600 a. Show that the velocity vector of the bal 1 is ~~ ~) 35(5 jgt i r −+=& . __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks b. Find the position vector of the bal 1 after t seconds. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 1 mark SECTION 2-"
2007-tssm-exam-2.txt,27,"Question 2- continued TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 18 of 25 c. Show that the maximum height reached by the bal 1 is 3.83 metres. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 3 marks d. After the bal 1 has reached its maximum height, it hits the bar of a goa 1 at a height of 2.44 metres. i. How long does it take for the bal 1 to hit the goal? _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ ii. Find the horizonta 1 distance of the goa 1 from the point where the bal 1 was kicked. _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ 3 + 1 = 4 marks Tota 1 10 marks SECTION 2- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 19 of 25"
2007-tssm-exam-2.txt,28,Question 3 A function )(xfy= is defined by   −−=− 21 cos 3 )(1 xxf . a. State the implied domain and the range of )(xf . __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks b. Find the exact value of x when 2)(π−=xf . __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks c. Show that x x dxdy 2 33 2+−= . __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks SECTION 2-
2007-tssm-exam-2.txt,29,Question 3- continued TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 20 of 25 d. Find the point of inflexion of   −−=− 21 cos 3 )(1 xxf by using second derivative. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 2 marks e. Sketch the graph of   −−=− 21 cos 31 xy . Clearly labe 1 the axes intercepts and inflexion point. 1 mark f. Find the area bounded by the x-axis and the curve over its implied domain. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 1 mark Tota 1 10 marks SECTION 2- continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 21 of 25
2007-tssm-exam-2.txt,30,Question 4 A body of mass m kg moves in a straight line under the action of two forces. One of the forces accelerates the body and has a magnitude of vm 2 newtons whilst the second is a retarding force of magnitude 2 mv newtons where v m/s is the velocity of the body at time t seconds. The body starts moving from the origin with a velocity of 0.5 m/s. a. Show that te v 43421−−= . __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 5 marks SECTION 2-
2007-tssm-exam-2.txt,31,"Question 4- continued TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 22 of 25 b. i. How long wil 1 it take for the body to reach a velocity of 43 m/s? Leave your answer in exact form. _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ ii. What is the body’s termina 1 velocity? _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ 2 + 1 = 3 marks c. Find the displacement of the body as a function of its velocity, v. __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 5 marks SECTION 2-"
2007-tssm-exam-2.txt,32,"Question 4 – continued 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 23 of 25 d. How far from the origin, to the nearest 0.01 metre, is the body when the velocity is 43 m/s? __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ __________________________________________________________________________ 1 mark Tota 1 14 marks SECTION 2- TURN OVER 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 24 of 25"
2007-tssm-exam-2.txt,33,"Question 5 a. A body of mass M kg rests on a smooth horizonta 1 table. Two bodies of mass 3 kg and 9 kg, hanging freely, are attached to the first body by strings which pass over smooth pulleys at the edge of the table as shown in the diagram below. When the system is released from rest, it accelerates at 1.5 m/s 2. i. On the diagram above, show al 1 forces acting on these three bodies. ii. Write the equations of motion and hence find the mass M and the tensions in the strings. _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ _______________________________________________________________________ 1 + 3 = 4 marks SECTION 2-"
2007-tssm-exam-2.txt,34,"Question 5 – continued 9 kg 3 kg M kg 2007 SPECMATH EXAM 2 © The Specialised Schoo 1 For Mathematics Pty. Ltd. 2007 ( TSSM) Page 25 of 25 b. A particle of mass m kg rests on a rough plane of inclination θ in limiting equilibrium. i. Draw a diagram showing the forces acting on the particle. ii. Show that the coefficient of friction is θµtan= . ________________________________________________________________________ ________________________________________________________________________ ________________________________________________________________________ iii. If the inclination of the plane is increased to ϕ, show that the acceleration down the plane is θθϕ cos) sin(−=ga . ________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ ________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ iv. Find the magnitude of angle ϕ in terms of θ so that ga=. _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ _________________________________________________________________________ 1 + 2 + 3 + 2 = 8 marks Tota 1 12 marks END OF QUESTION AND ANSWER BOOK"
2007-vcaa-exam-2.txt,1,"Question 1 A hyperbola has equation x a−()−+()=24 312 22 2, where a is a non-zero rea 1 constant. The product of the gradients of the asymptotes is A.  4 B. −1 4 C. −1 16 D. 1 2 E. 0"
2007-vcaa-exam-2.txt,2,"Question 2 An ellipse has a horizonta 1 semi-axis length of 3 and a vertica 1 semi-axis length of 2.Given that the centre of the ellipse has coordinates (1, 3), a possible parametric form for the ellipse isA. x = 1 + 9 cos( t) and y = 3 + 4 sin( t) B. x = 3 + 2 cos( t) and y = 1 + 3 sin( t) C. x = 1 + 3 cos( t) and y = 3 + 2 cos( t) D. x = 1 + 3 sin( t) and y = 3 + 2 cos( t) E. x = 1 + 3 cos( t) and y = 3 + 2 sin( t)SECTION 1 Instructions for Section I Answer al 1 questions in penci 1 on the answer sheet provided for multiple-choice questions. Choose the response that is correct for the question. A correct answer scores 1, an incorrect answer scores 0.Marks wil 1 not be deducted for incorrect answers. No marks wil 1 be given if more than one answer is completed for any question.Take the acceleration due to gravity to have magnitude g m/s 2, where g = 9.8. 3 2007 SPECMATH EXAM 2 SECTION 1  continued TURN OVER"
2007-vcaa-exam-2.txt,3,"Question 3 The range of the function f with rule f (x) = a + b arctan( x  c) where a, b and c are positive rea 1 constants is A. −  ππ 22, B. acac−+  ππ 22, C. cbcb−+  ππ 22, D. abab−+  ππ 22, E. abcabc−−()+−()   ππ 22,"
2007-vcaa-exam-2.txt,4,Question 4 Which one of the following is not true? A. sec 2(4 ) 1 = tan 2(4 ) B. cot 2(4 )  cosec 2(4 ) = 1 C. cos(4 ) = cos 2(2 )  sin 2(2 ) D. sin(4 ) = 2 sin(2 ) cos(2 ) E. cos(4 ) + 4 sin 2( ) cos 2( ) = cos 2(2 )2007 SPECMATH EXAM 2 4 SECTION 1  continued
